index,substanceUsed,avgAmountUsed,avgAmountUsedUnit,amountUsed,measuringMethod,measuringTime,measuringDevice,refusedTesting,dateOfOffense,timeOfOffense,placeOfOffense,citySize,placeDetails,typeOfRoad,vehicleModel,vehicleType,checkedBy,reasonForCheck,reasonForCheckCategory,licenseStatus,lawBroken,note,sentence
116142691,alcohol,0.78,mg/l,0.76 mg/l; 0.78 mg/l; 0.83 mg/l; 0.75 mg/l,breath; breath; breath; breath,19:15; 19:32; 19:48; 20:25,AlcoQuant 6020 plus,False,11.11.2022,19:10,anonymized,,"po ulici G. D. D. E. B. smerom na obec E. H., kde bol na odstavnej ploche v blízkosti rodinného domu č. XXX/XXX E. I. G. D. D. E. B.",urban,Škoda Fabia,car,ODI Vranov nad Topľou,"vykonania preverenia oznámenia podaného operačným strediskom, v zmysle ktorého mal vodič viesť uvedené motorové vozidlo pod vplyvom alkoholu",suspected_intoxication,valid,,Vozidlo značky Škoda Fabia bolo modrej metalízy a malo evidenčné číslo D. XXXOF.,", ž e  dňa 11.11.2022 v čase o 19: 10 hod. viedol osobné motorové vozidlo značky Škoda Fabia modrej metalízy, evidenčné číslo D. XXXOF po ulici G. D. D. E. B. smerom na obec E. H., kde bol na odstavnej ploche v blízkosti rodinného domu č. XXX/XXX E. I. G. D. D. E. B. zastavený hliadkou ODI Vranov nad Topľou z dôvodu vykonania preverenia oznámenia podaného operačným strediskom, v zmysle ktorého mal vodič viesť uvedené motorové vozidlo pod vplyvom alkoholu, pričom po predložení dokladov bol vodič vyzvaný na podrobenie sa dychovej skúške, čo po riadnom poučení, ktorému porozumel, vykonal a na lekárske vyšetrenie spojené s odberom a laboratórnym vyšetrením krvi alebo iného biologického materiálu sa nežiadal a dňa 11.11.2022 o 19:15 hod. vykonal za použitia prístroja AlcoQuant 6020 plus dychovú skúšku s výsledkom 0,76 miligramu na liter vydychovaného etanolu v jeho dychu, v čase o 19:32 hod. vykonal 1. opakovanú dychovú skúšku s výsledkom 0,78 miligramu na liter vydychovaného etanolu v jeho dychu, v čase o 19:48 hod. vykonal 2. opakovanú dychovú skúšku s výsledkom 0,83 miligramu na liter vydychovaného etanolu v jeho dychu a v čase o 20:25 hod. vykonal 3. opakovanú dychovú skúšku s výsledkom 0,75 miligramu na liter vydychovaného etanolu v jeho dychu,"
118527262,alcohol,0.81,mg/l,0.81 mg/l,breath,,,False,24.11.2022,06:10,Nové Mesto nad Váhom,20071,po ulici Malinovského v smere k ulici Piešťanskej,urban,Citroen C3,car,,,suspected_intoxication,valid,,Nebolo extrahované evidenčné číslo vozidla: O.,"dňa 24.11.2022 v čase o 06.10 hod. v Novom Meste nad Váhom po ulici Malinovského v smere k
ulici Piešťanskej ako vodič viedol osobné motorové vozidlo zn. Citroen C3 EČV: O. napriek tomu,
že požil alkoholické nápoje, pričom mu bol zistený výsledok merania 0,81 miligramov etanolu v litri
vydýchnutého vzduchu,"
117014154,alcohol,0.82,mg/l,0.85 mg/l; 0.79 mg/l,breath; breath,17:06; 17:22,AlcoQuant 6020 plus,False,21.04.2022,17:04,Hrubý Šúr,,Hlavná,,BMW 116i,car,Obvodné oddelenie Policajného zboru Senec,nedal znamenie o smere jazdy,traffic_violation,valid,,Vozidlo bolo striebornej metalízy s evidenčným číslom S.-XXXFF a merací prístroj mal výrobné číslo A410118.,"dňa 21.04.2022 v čase o 17.04 h. v obci Hrubý Šúr, po ulici Hlavná viedol osobné
motorové vozidlo zn. BMW 116i, striebornej metalízy, C.: S.-XXXFF, pričom nedal
znamenie o smere jazdy, následne bol predpísaným spôsobom zastavený
a kontrolovaný hliadkou Obvodného oddelenia Policajného zboru Senec, po
zákonnom poučení bol vyzvaný na podrobenie dychovej skúške elektronickým
meracím prístrojom AlcoQuant 6020 plus v.č. A410118 s čím súhlasil a v čase
o 17.06 h dňa 21.04.2022 mu bola nameraná hodnota 0,85 mg/l (1,77 %) alkoholu
vo vydychovanom vzduchu a opakovanou dychovou skúškou elektronickým meracím
prístrojom AlcoQuant 6020 plus v.č. A410118 mu bola v čase o 17.22 h dňa
21.04.2022 nameraná hodnota 0,79 mg/l (1,65 %) alkoholu vo vydychovanom
vzduchu,"
116868417,alcohol,0.93,mg/l,0.98 mg/l; 0.87 mg/l; 0.93 mg/l,breath; breath; breath,12:40; 13:03; 13:26,AlcoQuant 6020 plus,False,23.11.2022,12:35,anonymized,,anonymized,urban,Volkswagen Golf,car,OO PZ Čaňa,podozrivej jazdy,suspected_intoxication,valid,,"Vozidlo malo farbu červená metalíza, evidenčné číslo W. XXX X., a vodič nepredložil žiaden predpísaný doklad k premávke a prevádzke motorového vozidla.","- dňa 23.11.2022 v čase o 12:35 hod. ako vodič v stave vylučujúcom spôsobilosť, ktorý si privodil
vplyvom návykovej látky, viedol osobné motorové vozidlo továrenskej značky Volkswagen Golf farby
červená metalíza, evidenčného čísla W. XXX X. v obci O. L. V., po ulici V. v smere od ulice C., kde bol
pred rodinným domom č. X na ul. V. z dôvodu podozrivej jazdy zastavený a kontrolovaný hliadkou OO
PZ Čaňa, kde pri kontrole nepredložil žiaden predpísaný doklad k premávke a prevádzke motorového
vozidla a pri následnej kontrole bol podrobený dychovej skúške prístrojom AlcoQuant 6020 plus, ev. č.
A 409 199, ktorým sa určí objemové percento alkoholu v krvi, pričom podľa výsledku zápisu o dychovej
skúške mu bola dňa 23.11.2022 v čase o 12:40 hod. nameraná koncentrácia 0,98 mg/l alkoholu v dychu,
opakovane v čase o 13:03 hod. mu bola nameraná koncentrácia 0,87 mg/l alkoholu v dychu a opakovane
v čase o 13:26 hod. mu bola nameraná koncentrácia 0,93m g/l alkoholu v dychu,"
118460035,alcohol,0.95,mg/l,0.96 mg/l; 0.95 mg/l,breath; breath,13:25; 13:41,AlcoQuant 6020 plus,False,12.12.2022,13:22,outside town/city limits,,"po ceste číslo I/78 smerom od obce Babín do obce Lokca, okres Námestovo",class_I,Škoda Fabia,car,hliadkou polície Okresného dopravného inšpektorátu Dolný Kubín,zastavený a kontrolovaný,traffic_check,valid,,Motorové vozidlo malo evidenčné číslo J. a analyzátor dychu mal evidenčné číslo A422329.,"dňa 12. 12. 2022 v čase okolo 13:22 hod., po požití alkoholických nápojov, viedol osobné motorové
vozidlo značky Škoda Fabia evidenčného čísla J., po ceste číslo I/78 smerom od obce Babín do
obce Lokca, okres Námestovo, kde bol hliadkou polície Okresného dopravného inšpektorátu Dolný
Kubín, predpísaným spôsobom zastavený a kontrolovaný, následne sa počas kontroly na výzvu podrobil
dychovej skúške do analyzátora dychu AlcoQuant 6020 plus, evidenčné číslo A422329, ktorý po
jeho prefúknutí dňa 12. 12. 2022 o 13:25 hodine nameral hodnotu 0.96 mg/l alkoholu v jeho dychu,
opakovanou dychovou skúškou vykonanou rovnakým prístrojom dňa 12. 12. 2022 o 13:41 hodine bola
nameraná hodnota 0.95 mg/l alkoholu v jeho dychu,"
116910897,alcohol,0.53,mg/l,0.53 mg/l,breath,01:15,AlcoQuant 6020plus,False,27.11.2022,01:12,Liptovský Mikuláš,31000,na križovatke ulíc Žiarska a Jabloňová,other,Honda Jazz,car,Obvodné oddelenie Policajného zboru v Liptovský Mikuláš,,traffic_check,valid,,"Páchateľ viedol vozidlo s evidenčným číslom LM 897BC po ceste číslo 2336 v smere od obce Veterná Poruba do mesta Liptovský Mikuláš, pričom použitý analyzátor dychu AlcoQuant 6020plus mal výrobné číslo A409126.",",
že
dňa 27. 11. 2022 v čase o 01.12 hod. viedol osobné motorové vozidlo značky Honda Jazz, evidenčné
číslo LM 897BC, po ceste číslo 2336 v smere od obce Veterná Poruba do mesta Liptovský Mikuláš,
kde bol v Liptovskom Mikuláši na križovatke ulíc Žiarska a Jabloňová zastavený, následne kontrolovaný
hliadkou Obvodného oddelenia Policajného zboru v Liptovský Mikuláš a o 01.15 hod. podrobený
dychovej skúške analyzátorom dychu typu AlcoQuant 6020plus, výrobné číslo A409126, ktorou bola u
neho nameraná hodnota 0,53 mg/l alkoholu v dychu, čo je po prepočte 1,10 promile,"
117080300,alcohol,0.81,mg/l,0.81 mg/l; 0.82 mg/l,breath; breath,01:43; 02:04,AlcoQuant sériové číslo A409670,False,26.11.2022,01:40,Trenčín,55383,po ulici Kožušníckej smerom na ulicu Javorovú pred rodinným domom č. XX,urban,Škoda Pick-up,car,OO PZ Trenčín,"bol kontrolovaný a vyzvaný, aby sa podrobil dychovej skúške na zistenie požitia alkoholu",suspected_intoxication,valid,,"Vozidlo značky Škoda Pick - up malo evidenčné číslo J, ktorého je vodič vlastníkom.","dňa 26.11.2022 v čase okolo 01.40 hodine viedol osobné motorové vozidlo značky Škoda Pick -
up, evidenčné číslo J , ktorého je vlastníkom, v meste Trenčín po ulici Kožušníckej smerom na ulicu
Javorovú , kde bol pred rodinným domom č. XX kontrolovaný hliadkou OO PZ Trenčín a na mieste
bol vyzvaný, aby sa podrobil dychovej skúške na zistenie požitia alkoholu, ktorú dobrovoľne vykonal
na prístroji značky AlcoQuant sériové číslo A409670 dňa 26.11.2022 v čase merania 01:43 hod. s
pozitívnym výsledkom merania 0,81 mg/l alkoholu v dychu, opakovanou dychovou skúškou vykonanou
dňa 26.11.2022 v čase o 02:04 hod. bol zistený pozitívny výsledok merania 0,82 mg/l alkoholu v dychu,"
118843074,alcohol,0.56,mg/l,0.56 mg/l,breath,06:12,Alcotest 7410 plus,False,05.12.2022,06:08,Orešany,,"v smere na obec I., okr. T., na ceste III/1731, pred obytným domom č. XX v obci I.",other,Peugeot 207,car,Obvodné oddelenie PZ Nitrianska Blatnica,zastavený a kontrolovaný hliadkou,traffic_check,valid,,"Vozidlo malo evidenčné číslo H a prístroj Alcotest 7410 plus mal číslo ARWA-XXXX, pričom policajt poučil o správnom používaní prístroja.",":
po tom, čo požil alkoholické nápoje, dňa 05.12.2022 približne o 06:08 hod. v obci Orešany v smere
na obec I., okr. T., na ceste III/1731 ako vodič viedol osobné motorové vozidlo továrenskej značky
Peugeot 207, evidenčné číslo H kde počas jazdy bol v obci I. pred obytným domom č. XX zastavený
a kontrolovaný hliadkou príslušníkov Obvodného oddelenia PZ Nitrianska Blatnica, pričom po poučení
policajtom o správnom používaní prístroja vykonanou dychovou skúškou do prístroja Alcotest 7410 plus,
číslo ARWA-XXXX, bola u neho v čase o 06:12 hod. dňa 05.12.2022 nameraná hodnota 0,56 miligramu
etanolu na liter vydýchnutého vzduchu,"
118790324,alcohol,0.73,mg/l,0.73 mg/l,breath,17:24,,False,19.05.2022,17:21,Volkovce,,v smere jazdy od Banskej Bystrice na Nitru po ceste R1 v km 74,motorway,Citroen DS4,car,Diaľničné oddelenie Nitra - Selenec,kde bol zastavený a kontrolovaný,traffic_check,valid,,Evidenčné číslo vozidla bolo U..,", ž e :
dňa 19.05.2022 v čase okolo 17:21 hod. v katastri obce Volkovce v smere jazdy od Banskej Bystrice na
Nitru po ceste R1 v km 74 po predchádzajúcom použití alkoholických nápojov viedol ako vodič osobné
motorové vozidlo značky Citroen DS4, EČ: U., kde bol zastavený a kontrolovaný hliadkou Diaľničného
oddelenia Nitra - Selenec, následne vykonanou dychovou skúškou na zistenie požitia alkoholu mu bola
v čase o 17:24 hodine nameraná hodnota 0,73 mg/l alkoholu v dychu,"
117685458,alcohol,0.8,mg/l,0.81 mg/l; 0.78 mg/l,breath; breath,09:38; 09:58,,True,20.11.2022,09:38,Medzilaborce,6531,ul. Duchnovičovej; pri budove detského domova sv. H.,class_II,anonymized,car,Obvodné oddelenie Policajného zboru Medzilaborce,zastavený a kontrolovaný,traffic_check,banned,,"Páchateľ sa už predtým v priebehu 24 mesiacov dopustil obdobného činu, za ktorý bol odsúdený trestným rozkazom OS Humenné zo dňa 31.07.2022 s uloženým zákazom činnosti viesť motorové vozidlá na 24 mesiacov a tiež postihnutý rozhodnutím Okresného dopravného inšpektorátu, OR PZ v Humennom zo dňa 30.08.2022 za priestupky podľa § 22 ods. 1 písm. c) bod. 1 a § 22 ods. 1 písm. e) zákona SNR č. 372/1990 zb. o priestupkoch s pokutou 800,- eur a zákazom viesť vozidlá na 30 mesiacov.","dňa 20.11.2022 v čase 09.38 hodiny jazdil na osobnom motorovom vozidle továrenskej značky D. E., evidenčné číslo F. G. po štátnej ceste II. triedy číslo 575 po ul. Duchnovičovej v Medzilaborciach a to v smere od obce Medzilaborce – časť Vydraň, kde bol pri budove detského domova sv. H. hliadkou Obvodného oddelenia Policajného zboru Medzilaborce zastavený a kontrolovaný, pri kontrole bol podrobený dychovej skúške s výsledkom 0,81 mg/l etanolu na liter vydychovaného vzduchu, v čase o 09.58 hodiny bol podrobený opakovanej dychovej skúške s výsledkom 0,78 mg/l etanolu na liter vydychovaného vzduchu, na lekárske vyšetrenie a odber krvi sa nežiadal, pričom takéhoto konania sa dopustil aj napriek tomu, že v prechádzajúcich dvadsiatich štyroch mesiacoch bol za obdobný čin odsúdený trestným rozkazom OS Humenné, sp. zn. 0T/43/2022-54 zo dňa 31.07.2022, právoplatným dňa 09.08.2022, ktorým mu bol okrem iného uložený trest zákazu činnosti viesť motorové vozidlá všetkých druhov na dobu 24 mesiacov a rovnako bol v predchádzajúcich dvadsiatich štyroch mesiacoch za obdobný čin spáchaný pod vplyvom návykovej látky postihnutý rozhodnutím Okresného dopravného inšpektorátu, OR PZ v Humennom spisovej značky ORPZ-HE-ODI3-28/2022-P-SK zo dňa 30.08.2022, právoplatným dňa 19.09.2022, kde mu bola za priestupok proti bezpečnosti a plynulosti cestnej premávky podľa § 22 ods. 1 písm. c) bod. 1 a § 22 ods. 1 písm. e) zákona SNR č. 372/1990 zb. o priestupkoch uložená pokuta vo výške 800,- eur a zákaz činnosti viesť motorové vozidlá na dobu 30 (tridsať) mesiacov,"
117948622,alcohol,0.54,mg/l,0.52 mg/l; 0.57 mg/l,breath; breath,05:53; 05:52,,False,28.11.2022,05:33,anonymized,,po ulici Hlavnej,urban,Fiat Ducato,van,Obvodného oddelenia PZ Nitra-Východ,,traffic_check,valid,,Evidenčné číslo vozidla bolo G. XXXEV.,", ž e :  po požití väčšieho množstva alkoholických nápojov dňa 28.11.2022 v čase približne o 05:33 hodine viedol ako vodič motorové vozidlo značky Fiat Ducato s S.: G. XXXEV v obci V. po ulici Hlavnej, pričom bol zastavený hliadkou Obvodného oddelenia PZ Nitra-Východ a čase o 05:53 hodine predmetného dňa podrobený dychovej skúške na alkohol s výsledkom 0,52 mg/l etanolu vo vydychovanom vzduchu a opakovanej dychovej skúške o 05:52 hodine predmetného dňa s výsledkom 0,57 mg/l etanolu vo vydychovanom vzduchu,"
118043321,alcohol,0.49,mg/l,0.49 mg/l,breath,06:11,,False,12.08.2021,05:20,Plaveč,,"na odstavnej ploche pred obcou Plaveč, okres Stará Ľubovňa, smerom na mesto Stará Ľubovňa, na ceste I/68",class_I,anonymized,car,Obvodné oddelenie PZ Ľubotín,kontrole zameranej na požívanie alkoholických nápojov,suspected_intoxication,valid,,"Vozidlo bolo šedej farby, malo evidenčné číslo C. XXX D., prichádzalo z obce Kanaš, okres Prešov, a bola mu zistená aj koncentrácia alkoholu v krvi v rozmedzí 1,12 – 1,34 g/kg.","dňa 12.8.2021 v čase okolo 05:20 hod. viedol osobné motorové vozidlo zn. E. B., šedej farby s ev.
číslom C. XXX D. z obce Kanaš, okres Prešov pod vplyvom alkoholu s koncentráciou alkoholu v krvi
v rozmedzí 1,12 – 1,34 g/kg do 06:11 hod., keď na odstavnej ploche pred obcou Plaveč, okres Stará
Ľubovňa, smerom na mesto Stará Ľubovňa, bol zastavený hliadkou Obvodného oddelenia PZ Ľubotín pri
kontrole zameranej na požívanie alkoholických nápojov na ceste I/68, kedy mu bola zistená koncentrácia
alkoholu v dychu 0,49 mg/l,"
118624528,alcohol,0.0,mg/l,0.00 mg/l; 0.00 mg/l,breath; breath,21:25; 21:40,"F. P. XXXX, sériového čísla P.- XXXX",False,XX.XX.XXXX,21:23,,,anonymized,urban,anonymized,car,policajnou hliadkou,kontrole dokladov potrebných na vedenie a prevádzku motorového vozidla,traffic_check,valid,,Vozidlo malo evidenčné číslo A.,", ž e
dňa XX.XX.XXXX v čase okolo 21:23 hod. viedol po predchádzajúcom požití alkoholických nápojov
osobné motorové vozidlo značky W. XXX, evidenčného čísla A., po ulici Š. M. V. a následne odbočil
na ulicu V. S., kde na odstavnej ploche na ulici V. S. pred B. N. V. bol zákonným spôsobom
zastavený policajnou hliadkou, kde bol podrobený kontrole dokladov potrebných na vedenie a prevádzku
motorového vozidla, následne bol po riadnom poučení vyzvaný k podrobeniu sa dychovej skúške na
zistenie alkoholu vo vydychovanom vzduchu do elektronického merača zn. F. P. XXXX, sériového čísla
P.- XXXX, kde mu bola v čase o 21:25 hod. nameraná hodnota X,XX mg/l (X,XX promile), opakovanou
dychovou skúškou v čase o 21.40 hod. mu bola nameraná hodnota X,XX mg/l (X,XX promile) alkoholu
vo vydychovanom vzduchu,"
118635376,alcohol,0.68,mg/l,0.68 mg/l,breath,,,False,17.12.2022,21:13,anonymized,,po ceste I/XX z ktorej odbočil na ulicu L. a následne až pred bytový dom č. XXX/XX,class_I,Citröen C3,car,,,,valid,,Vozidlo malo evidenčné číslo B. S..,", že
dňa 17.12.2022 v čase o 21.13 hod. viedol osobné motorové vozidlo zn. Citröen C3, EČ: B. S., v meste
B. po ceste I/XX z ktorej odbočil na ulicu L. a následne až pred bytový dom č. XXX/XX, pod vplyvom
alkoholu v množstve 0,68 mg/l alkoholu v dychu,"
118651056,alcohol,0.73,mg/l,0.73 mg/l,breath,,,False,11.12.2022,03:40,Prešov,88464,po miestnej komunikácii z ulice Ondavskej v smere na hlavnú ulicu Solivarskú,urban,anonymized,car,Obvodného oddelenia PZ Prešov – Juh,vozidlo ostalo na ceste skrižované bez možnosti ďalšieho pobytu,traffic_accident,valid,§ 289 ods. 1 Tr. zákona,V dôsledku poveternostných podmienok a jazdeniu s vozidlom s letnými pneumatikami ho šmýkalo a vozidlo ostalo na ceste skrižované bez možnosti ďalšieho pobytu.,"z prečinu ohrozenia pod vplyvom návykovej látky podľa § 289 ods. 1 Tr. zákona,
že
dňa 11.12.2022 v čase okolo 03.40 hod. viedol ako vodič v stave vylučujúcom spôsobilosť osobné
motorové vozidlo zn. H. I., evidenčné číslo A. po predchádzajúcom požití alkoholických nápojov,
ktoré zvýšili hladinu etanolu v jeho krvi najmenej na 0,73 mg/l zistenú z vydychovaného vzduchu,
v Prešove po miestnej komunikácii z ulice Ondavskej v smere na hlavnú ulicu Solivarskú, kde v dôsledku
poveternostných podmienok a jazdeniu s vozidlom s letnými pneumatikami ho šmýkalo a vozidlo
ostalo na ceste skrižované bez možnosti ďalšieho pobytu, pričom následne bol kontrolovaný hliadkou
Obvodného oddelenia PZ Prešov – Juh,"
118706320,alcohol,0.58,mg/l,0.58 mg/l,breath,20:07,AlcoGuant 6020 plus,False,18.12.2022,20:07,Dunajská Streda,22684,"časť Mliečany, na hlavnej ceste pri rodinnom dome so súpisným číslom XX",urban,VW GOLF,car,Obvodné oddelenie Policajného zboru v Dunajskej Strede,Kontrola vozidla po požití alkoholických nápojov.,suspected_intoxication,valid,,Svojím konaním mohol ohroziť život alebo zdravie ľudí alebo spôsobiť škodu na majetku.,", ž e
dňa 18.12.2022 v čase o 20:07 hodine v meste Dunajská Streda, okres Dunajská Streda časť Mliečany
po pozemnej komunikácii, po predchádzajúcom požití alkoholických nápojov ako vodič viedol osobné
motorové vozidlo značky VW GOLF s evidenčným číslom B. XXX M., modrej metalízy, kedy na hlavnej
ceste pri rodinnom dome so súpisným číslom XX v meste Dunajská Streda, časť Mliečany, bol zastavený
a kontrolovaný hliadkou Obvodného oddelenia Policajného zboru v Dunajskej Strede, počas kontroly
bol podrobený dychovej skúške s elektronickým meračom typu AlcoGuant 6020 plus, číslo prístroja
A410196, s ktorým mu bola nameraná hodnota 0,58 mg/l alkoholu v dychu, čo činí 1,21 promile alkoholu
v dychu, pričom svojím konaním mohol ohroziť život alebo zdravie ľudí alebo spôsobiť škodu na majetku,"
110509469,alcohol,0.6,mg/l,0.60 mg/l,breath,05:29,"AlcoQuant 6020 plus, č. A409688",False,11.08.2022,05:29,anonymized,,po ul. J. od obce Q. H. smerom k ul. G.,,Dacia Sandero,car,"ORPZ, ODI Košice",bol zastavený a kontrolovaný hliadkou ... pričom bol podrobený dychovej skúške na určenie objemového percenta alkoholu v dychu,suspected_intoxication,valid,,Vozidlo malo evidenčné číslo S.,"v S. - B. po ul. J. od obce Q. H. smerom k ul. G. dňa 11.8.2022 v čase okolo 05.29 hod v stave vylučujúcom spôsobilosť viedol osobné motorové vozidlo zn. Dacia Sandero, EVČ: S., kde bol zastavený a kontrolovaný hliadkou ORPZ, ODI Košice, pričom bol podrobený dychovej skúške na určenie objemového percenta alkoholu v dychu prístrojom AlcoQuant 6020 plus, č. A409688, pri ktorej mu bola nameraná pozitívna hodnota 0,60 mg/l,"
97763044,,,,,,,,True,10.07.2021,19:10,O.,,"časť U G., okr. Č.",urban,Škoda Fábia,car,OO PZ L. U. L.,javil príznaky požitia alkoholu,suspected_intoxication,valid,,"Vodič bol vyzvaný D. L., aby vozidlo odstavil mimo cestu a čakal na hliadku polície.","dňa 10.07.2021 okolo 19:10 h viedol osobné motorové vozidlo zn. Škoda Fábia, ev. č. V. XXX K. po miestnej komunikácii v obci O., časť U G., okr. Č., pričom sa s vozidlom otáčal pri rodinnom dome č. XXXX, následne ako sa chcel vrátiť späť na hlavnú cestu, zastavil, a nakoľko javil príznaky požitia alkoholu, bol vyzvaný D. L., aby vozidlo odstavil mimo cestu a čakal na hliadku polície, po príchode hliadky OO PZ L. U. L. sa na výzvu hliadky odmietol podrobiť dychovej skúške a lekárskemu vyšetreniu odberom a vyšetrením krvi alebo iného biologického materiálu, či nie je ovplyvnený návykovou látkou, hoci by to pri vyšetrení nebolo spojené s nebezpečenstvom pre jeho zdravie,"
110456714,alcohol,1.31,mg/l,1.24 mg/l; 1.35 mg/l; 1.34 mg/l,breath; breath; breath,10:05; 10:29; 10:57,AlcoQuant 6020 plus,False,03.08.2022,10:00,Jablonica,,pri objekte kaštieľa,class_I,Ford Fiesta,car,Obvodné oddelenie PZ Senica,zastavený a kontrolovaný hliadkou,traffic_check,valid,,"Vozidlo Ford Fiesta bolo tmavomodrej metalízy a malo evidenčné číslo MY600BH, pričom dychová skúška bola vykonaná prístrojom AlcoQuant 6020 plus so sériovým číslom A410231.",", že  dňa 03.08.2022 v čase o 10.00 hod viedol po ceste I. triedy číslo 51 v Jablonici osobné motorové vozidlo zn. Ford Fiesta, tmavo modrej metalízy, evidenčného čísla MY600BH, kde bol pri objekte kaštieľa zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Senica a následne bol hliadkou vyzvaný, aby sa podrobil vyšetreniu, či nie je ovplyvnený alkoholom, pričom vyšetrením vykonaným dychovou skúškou prístrojom AlcoQuant 6020 plus, sériové číslo A410231 mu bola dňa 03.08.2022 v čase o 10.05 hod. nameraná hodnota 1,24 mg/l alkoholu v dychu, 1. opakovanou dychovou skúškou vykonanou v čase o 10.29 hod. mu b ola nameraná hodnota 1,35 mg/l alkoholu v dychu a 2. opakovanou dychovou skúškou vykonanou v čase o 10.57 hod. mu bola nameraná hodnota 1,34 mg/l alkoholu v dychu,"
104818587,methamphetamine; amphetamine,,,165.90 ng/ml; 6.81 ng/ml,blood; blood,n/a; n/a,,False,XX.XX.XXXX,22:10,Brezno,20889,po ulici X.,,VW Passat,car,,,,valid,,Vozidlo malo evidenčné číslo BR XXXCX.,"dňa XX.XX.XXXX o 22.10 h v Brezne, po ulici X. viedol pod vplyvom metamfetamínu v koncentrácii 165,90 ng/ml v krvi, jeho aktívneho metabolitu amfetamínu v koncentrácii 6,81 ng/ml v krvi osobné motorové vozidlo zn. VW Passat ev.č. BR XXXCX"
113590882,alcohol,1.07,mg/l,1.19 mg/l; 0.96 mg/l,breath; breath,10:56; 11:20,,False,25.09.2022,10:45,Bratislava,437725,na ulici Cesta na Senec v smere do centra mesta,urban,Peugeot 607,car,,kontrolovaný a podrobený dychovej skúške,suspected_intoxication,valid,,Vozidlo bolo čiernej farby a malo EČV: H.-XXXGZ.,"dňa 25.09.2022 v čase o 10:45 hod. v Bratislave na ulici Cesta na Senec v smere do centra mesta viedol ako vodič osobné motorové vozidlo značky Peugeot 607, čiernej farby, EČV: H.-XXXGZ, kde bol ako vodič dopravného prostriedku kontrolovaný a podrobený dychovej skúške, pričom mu bola v dychu v čase o 10:56 hod. totožného dňa nameraná hodnota alkoholu 1,19 mg / l (2,48 ‰) a v čase o 11:20 hod. totožného dňa nameraná hodnota alkoholu 0,96 mg / l (2,00 ‰),"
111829195,alcohol,1.28,mg/l,1.30 mg/l; 1.26 mg/l,breath; breath,20:24; 20:47,AlcoQuant 6020 plus,False,02.09.2022,20:24,Bratislava,437725,"na diaľnici D1 pri obchodnom dome Aupark v Bratislave v smere do Trnavy, zastavený a kontrolovaný v meste Senec na Diaľničnej ceste v areáli logistického centra",motorway,anonymized,truck,"hliadkou diaľničného oddelenia Krajského riaditeľstva Policajného zboru v Bratislave, Krajského dopravného inšpektorátu",jazdil zo strany na stranu,suspected_intoxication,valid,,Sériové číslo elektrochemického analyzátora AlcoQuant 6020 plus bolo v.č. A409982.,"dňa 02.09.2022 v čase o 20:24 hod na diaľnici D1 pri obchodnom dome Aupark v Bratislave v smere do Trnavy viedol ako vodič nákladné motorové vozidlo zn. Y.-F., X.: XEXXXXX L. W.U. A.. T., X.: XEXXXXX , s ktorým jazdil zo strany na stranu, na základe čoho bol v meste Senec na Diaľničnej ceste v areáli logistického centra hliadkou diaľničného oddelenia Krajského riaditeľstva Policajného zboru v Bratislave, Krajského dopravného inšpektorátu zastavený a kontrolovaný s tým, že bol elektrochemickým analyzátorom prítomnosti alkohol v dychu zn. AlcoQuant 6020 plus, v.č. A409982 podrobený dychovej skúške na zistenie požitia alkoholu pred jazdou vozidlom, a to v čase o 20:24:29 hod s pozitívnym výsledkom 1,30 miligramu etanolu na jeden liter vydychovaného vzduchu (čo je 2,71 ‰ etanolu na liter krvi) a pri opakovanej dychovej skúške vykonanej tým istým meračom mu bola v čase o 20:47:04 hod nameraná hodnota 1,26 miligramu etanolu na jeden liter vydychovaného vzduchu (čo je 2,63 ‰ etanolu na liter krvi),"
96383624,alcohol,0.75,mg/l,0.76 mg/l; 0.77 mg/l; 0.72 mg/l,breath; breath; breath,05:35; 06:02; 06:32,,False,15.01.2022,05:30,anonymized,,"časť Q., autobusová zastávka G. L.",class_I,Škoda Octavia,car,Obvodné oddelenie PZ Čadca,"dôvodné podozrenie, že vedie motorové vozidlo pod vplyvom alkoholu",suspected_intoxication,valid,,"Vozidlo malo evidenčné číslo Z. XXX H., išlo v smere od mesta Č. do obce I. v okrese Č..","dňa 15.01.2022 v čase okolo 5:30 h po predchádzajúcom požití alkoholických nápojov, riadil osobné motorové vozidlo zn. Škoda Octavia, ev. č. Z. XXX H. po ceste č. I/11 v meste Č., časť Q., v smere od mesta Č. do obce I., kde na autobusovej zastávke G. L. v meste Č.E., časť Q., okr. Č., bol zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Čadca, pričom vzhľadom na dôvodné podozrenie, že vedie motorové vozidlo pod vplyvom alkoholu, sa podrobil aj dychovej skúške na alkohol, ktorou bolo zistené, že vozidlo viedol pod vplyvom alkoholu a dňa 15.01.2022 v čase o 5:35 h mu bolo namerané 0,76 mg/l alkoholu v dychu (1,58 promile), opakovanou skúškou v čase o 6:02 h mu bolo namerané 0,77 mg/l alkoholu v dychu (1,60 promile) a poslednou skúškou v čase o 6:32 h mu bolo namerané 0,72 mg/ l alkoholu v dychu (1,50 promile),"
