id,text,amountUsed.text.curated,amountUsed.value.curated,amountUsed.position.curated,substanceUsed.text.curated,substanceUsed.value.curated,substanceUsed.position.curated,checkedBy.text.curated,checkedBy.value.curated,checkedBy.position.curated,placeOfOffense.text.curated,placeOfOffense.value.curated,placeOfOffense.position.curated,measuringDevice.text.curated,measuringDevice.value.curated,measuringDevice.position.curated,measuringMethod.text.curated,measuringMethod.value.curated,measuringMethod.position.curated,vehicleModel.text.curated,vehicleModel.value.curated,vehicleModel.position.curated,dateOfOffense.text.curated,dateOfOffense.value.curated,dateOfOffense.position.curated,measuringTime.text.curated,measuringTime.value.curated,measuringTime.position.curated,timeOfOffense.text.curated,timeOfOffense.value.curated,timeOfOffense.position.curated,vehicleType.text.curated,vehicleType.value.curated,vehicleType.position.curated,refusedTesting.text.curated,refusedTesting.value.curated,refusedTesting.position.curated,placeDetails.text.curated,placeDetails.value.curated,placeDetails.position.curated,reasonForCheck.text.curated,reasonForCheck.value.curated,reasonForCheck.position.curated,licenseStatus.text.curated,licenseStatus.value.curated,licenseStatus.position.curated,typeOfRoad.text.curated,typeOfRoad.value.curated,typeOfRoad.position.curated
116811479,"dňa 21.11.2022 v čase okolo 08,05 h v Kremnici okres Žiar nad Hronom, viedol osobné motorové vozidlo zn. E. V., ev. č. ZH-XXXBV po ulici ČSA v smere do centra mesta Kremnica, kde na úrovni spol. Lukromtel bol zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Kremnica, kde pri dychovej skúške elektronickým meračom Alcoquant 6020 plus A408866 v čade o 08,08 ho bolo zaistené, že vozidlo viedol pod vplyvom 0,71 mg/1 alkoholu v dychu, následne v rámci kontrolnej dychovej skúšky v čase o 08,23 h bol zistený výsledok merania 0,75 mg/l alkoholu v dychu.","0,71 mg/1; 0,75 mg/l",,"(413, 422); (531, 540)",alkoholu; alkoholu,alcohol; alcohol,"(423, 431); (541, 549)",hliadkou Obvodného oddelenia PZ Kremnica,,"(234, 274)",Kremnici,,"(38, 46)",Alcoquant 6020 plus,,"(322, 341)",dychovej skúške; dychu; dychovej skúšky,breath; breath; breath,"(284, 299); (434, 439); (469, 484)",E.; V,,"(105, 107); (108, 109)",21.11.2022,,"(4, 14)","08,08; 08,23",,"(359, 364); (494, 499)","8,05",,"(28, 33)",osobné motorové vozidlo,car,"(77, 100)",,,,spol.; Lukromtel,,"(189, 194); (195, 204)",,,,,,,ulici ČSA,urban,"(131, 140)"
115650034,"dňa 02.11.2022 v čase o 16:43 hod. v stave vylučujúcom spôsobilosť, ktorú si privodil predchádzajúcim požitím alkoholických nápojov viedol osobné motorové vozidlo továrenskej značky Volvo XC40, evidenčného čísla XXXXKPX, po štátnej ceste II/538 v smere od obce Štrbské Pleso na obec Tatranská Štrba, pričom sa plne nevenoval vedeniu motorového vozidla a nesledoval situáciu v cestnej premávke, v dôsledku čoho v kilometri 2,0 cesty II/538 zišiel s vozidlom mimo vozovku na železničnú trať, kde zostal s vozidlom stáť, pričom privolanou hliadkou Oddelenia železničnej polície Policajného zboru Poprad bol na mieste dopravnej nehody podrobený dychovej skúške, ktorá bola vykonaná dňa 02.11.2022 o 17.16 hod. a ktorou bolo u neho zistené predchádzajúce požitie alkoholických nápojov, ktoré zvýšili hladinu etanolu v jeho krvi najmenej na 0,68 mg/l zistenú z vydychovaného vzduchu,","0,68 mg/l",,"(835, 844)",alkoholických,alcohol,"(758, 771)",hliadkou Oddelenia železničnej polície Policajného zboru Poprad,,"(536, 599)",,,,,,,,,,"Volvo XC40,",,"(182, 193)",02.11.2022,,"(4, 14)",17.16,,"(695, 700)",16:43,,"(24, 29)",osobné motorové vozidlo,car,"(139, 162)",,,,,,,,,,,,,,,
115474884,"dňa 13.03.2022 v čase o 10:20 h po požití alkoholických nápojov a bez príslušného vodičského oprávnenia riadil motorové vozidlo - štvorkolku značky N. C., výrobného čísla P., so zdvihovým objemom valcov 120 m3, bez prideleného evidenčného čísla v meste Tornaľa po miestnej komunikácii ulici Dobšinského, kde pred rodinným domom číslo popisné 14 bol zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Tornaľa, následne bol podrobený dychovej skúške s pozitívnym výsledkom, pričom v dychu mal 0,270 mg/l alkoholu, čo predstavuje 0,56 promile, pričom vozidlo riadil napriek tomu, že trestným rozkazom Okresného súdu v Rimavskej Sobote sp. zn. 0T 74/2019 zo dňa 23.08.2019, ktorý nadobudol právoplatnosť dňa 23.08.2019, mu bol uložený aj trest zákazu činnosti viesť motorové vozidlá vo výmere 4 rokov,","0,270 mg/l",,"(497, 507)",,,,hliadkou Obvodného oddelenia PZ Tornaľa,,"(374, 413)",Tornaľa,,"(253, 260)",,,,dychu,breath,"(487, 492)",N,,"(148, 149)",13.03.2022,,"(4, 14)",,,,10:20,,"(24, 29)",štvorkolku,other,"(130, 140)",,,,,,,,,,,,,,,
115660121,", ž e dňa 07.08.2022 v čase približne o 16:24 hod. viedol osobné motorové vozidlo značky Škoda Octavia, čiernej matalízy, evč: M. XXX E. na priamom úseku cesty II/576, medzi mestskou časťou Čemerné - Vranov nad Topľou a obcou Vechec, kde na danom úseku mal pri predchádzaní svojím vozidlom ohroziť vodiča Q. Š., N.. XX.XX.XXXX, trvale bytom A. XXX, okres Vranov nad Topľou, ktorý viedol osobné motorové vozidlo zn. Opel Insignia, evč: M. XXX E., následne po tomto incidente obvinený predmetné vozidlo nasmeroval do dvora rodinného domu číslo XX v obci M., kde po príchode hliadky Obvodného oddelenia PZ Vranov nad Topľou na miesto udalosti sa tam obvinený pešo dostavil a po zákonnom poučení, ktorému porozumel, vykonal a dňa 07.08.2022 o 17:02 hod. vykonal za použitia prístroja Dräger Alcotest 7510 č. ARMF-0582 dychovú skúšku s výsledkom 1,04 miligramu na liter vydychovaného etanolu v jeho dychu, v čase o 17:17 hod. vykonal opakovanú dychovú skúšku s výsledkom 0,98 miligramu na liter vydychovaného etanolu v jeho dychu a v čase o 17:32 hod. vykonal opakovanú dychovú skúšku s výsledkom 0,96 miligramu na liter vydychovaného etanolu v jeho dychu, pričom zo záverov znaleckého posudku znalca z odboru zdravotníctva a farmácie vyplýva, že v čase vedenia motorového vozidla,","1,04 miligramu na liter; 0,98 miligramu na liter; 0,96 miligramu na liter",,"(842, 865); (967, 990); (1093, 1116)",etanolu; etanolu,alcohol; alcohol,"(880, 887); (1131, 1138)",hliadky Obvodného oddelenia PZ Vranov nad Topľou,,"(573, 621)",,,,Dräger Alcotest 7510,,"(781, 801)",dychovú skúšku; dychovú skúšku,breath; breath,"(815, 829); (1066, 1080)",Škoda Octavia,,"(90, 103)",07.08.2022,,"(11, 21)",17:02; 17:17; 17:32,,"(740, 745); (911, 916); (1037, 1042)",16:24,,"(41, 46)",osobné motorové vozidlo,car,"(59, 82)",vykonal,FALSE,,,,,mal pri predchádzaní svojím vozidlom ohroziť vodiča Q.,traffic_violation,,,,,cesty II/576,class_II,"(155, 167)"
116207153,", ž e dňa 08.11.2022 v čase okolo 18.20 h viedol bez vodičského oprávnenia osobné motorové vozidlo Škoda Felícia, bez evidenčných čísiel, K.: J. po ceste III/2587 v smere jazdy od cesty III/2602 do obce K. Y. pričom v obci K. Y. na miestnej komunikácii pri RD č. XXX pri cúvaní zišiel vpravo mimo cestu a s vozidlom zapadol na pravej krajnici vozovky a vošiel časťou vozidla do jarku z ktorého nevedel vyjsť, pričom k poškodeniu vozidla ani inej veci nedošlo a následne bol kontrolovaný hliadkou OO PZ Dolná Strehová ktorej uviedol, že vozidlo viedol a bol vyzvaný aby sa podrobil dychovej skúške na zistenie množstva alkoholu v organizme a po prefúknutí prístroja AlcoQuant 6020 plus, číslo A409233, mu bola dňa 08.11.2022 v čase o 18.35 h nameraná hodnota 0,71 mg/l alkoholu v dychu vodiča, čo je v prepočte 1,48 promile, opakovane dňa 08.11.2022 v čase o 19.02 h nameraná hodnota 0,65 mg/l alkoholu v dychu vodiča,, čo je v prepočte 1,35 promile a opakovane v čase 21.56 h nameraná hodnota 0,45 mg/l alkoholu v dychu vodiča, čo je v prepočte 0,94 promile,","0,71 mg/l; 0,65 mg/l; 0,45 mg/l",,"(758, 767); (883, 892); (993, 1002)",alkoholu; alkoholu; alkoholu,alcohol; alcohol; alcohol,"(768, 776); (893, 901); (1003, 1011)",hliadkou OO PZ Dolná Strehová,,"(487, 516)",K.,,"(223, 225)",AlcoQuant 6020 plus,,"(665, 684)",dychovej skúške,breath,"(581, 596)",Škoda Felícia,,"(99, 112)",08.11.2022,,"(10, 20)",18.35; 19.02; 21.56,,"(733, 738); (858, 863); (968, 973)",18.20,,"(34, 39)",osobné motorové vozidlo,car,"(75, 98)",prefúknutí,FALSE,"(644, 654)",smere jazdy od cesty III/2602 do obce K.,,"(165, 205)",pri cúvaní zišiel vpravo mimo cestu a s vozidlom zapadol na pravej krajnici vozovky a vošiel časťou vozidla do jarku z ktorého nevedel vyjsť,traffic_violation,"(267, 407)",bez vodičského oprávnenia,none,"(49, 74)",ceste III/2587; miestnej komunikácii,class_III; urban,"(148, 162); (232, 252)"
115738410,"z prečinu ohrozenia pod vplyvom návykovej látky podľa § 289 ods. 1 Trestného zákona, že dňa 03.11.2022 o 07.25 hod., v obci M. K., okr. Prešov, potom čo požila alkoholické nápoje, viedla po miestnej komunikácii osobné motorové vozidlo zn. N., EVČ: N., pričom bola zastavená a kontrolovaná hliadkou F. N. O., kde pri dychovej skúške na alkohol v čase o 07.28 hod. jej bola nameraná hodnota 0,64 mg/l alkoholu v dychu, pričom obvinená svojim konaním porušila ustanovenia § 4 ods. 2 písm. d/, § 137 ods. 2 písm. a/ Zák. č. 8/2009 o cestnej premávke,","0,64 mg/l",,"(391, 400)",alkoholu,alcohol,"(401, 409)",hliadkou F.,,"(291, 302)",M.; K.,,"(126, 128); (129, 131)",,,,dychovej skúške,breath,"(318, 333)",N.,,"(241, 243)",03.11.2022,,"(94, 104)",07.28,,"(354, 359)",07.25,,"(107, 112)",osobné motorové vozidlo,car,"(213, 236)",,,,,,,,,,,,,,,
115130997,", ž e dňa 26. októbra 2022 v čase okolo 23.55 h, v meste Levoča, okres Levoča, po ceste číslo I/18, ulice Prešovská, v smere jazdy k mestskému cintorínu, riadil v stave vylučujúcom spôsobilosť, osobné motorové vozidlo továrenskej značky Volkswagen Passat, evidenčného čísla LE XXXBN, po predchádzajúcom požití alkoholických nápojov, čo bolo zistené vykonaním dychovej skúšky prostredníctvom elektronického merača AlcoQuant 6020 plus, výrobného čísla A410195, kedy mu bola v dychu nameraná hodnota 0,80 mg/l alkoholu,","0,80 mg/l",,"(498, 507)",alkoholu,alcohol,"(508, 516)",,,,,,,AlcoQuant 6020 plus,,"(414, 433)",dychovej skúšky,breath,"(360, 375)",Volkswagen Passat,,"(238, 255)",26. októbra 2022,,"(11, 27)",,,,23.55,,"(41, 46)",osobné motorové vozidlo,car,"(195, 218)",,,,,,,,,,,,,ceste číslo I/18,class_I,"(83, 99)"
116727262,"dňa 31.01.2022 v čase o 5:20 hod. v Starej Turej po ceste II/581 v smere od Starej Turej k Novému Mestu nad Váhom, ako vodič viedol osobné motorové vozidlo zn. Škoda Octavia, ev. č. H. XXX M., kde bol zastavený a kontrolovaný hliadkou polície napriek tomu, že požil alkoholické nápoje, pričom mu bol zistený výsledok merania 0,53 mg/l alkoholu v dychu,","0,53 mg/l",,"(325, 334)",alkoholické; alkoholu,alcohol; alcohol,"(266, 277); (335, 343)",,,,"Starej Turej; Starej Turej; Novému
Mestu nad Váhom",,"(36, 48); (76, 88); (91, 113)",,,,,,,Škoda Octavia,,"(160, 173)",31.01.2022,,"(4, 14)",,,,5:20,,"(24, 28)",osobné motorové vozidlo,car,"(132, 155)",,,,,,,,,,,,,ceste II/581,class_II,"(52, 64)"
115523507,", ž e - dňa 16.07.2022 v čase asi o 16:25 hod. z obce X. po ceste číslo Z./XXXX v smere na S., hoci nie je držiteľom vodičského oprávnenia, po predchádzajúcom užití psychoaktívnej návykovej látky - metamfetamínu (pervitínu), viedol osobné motorové vozidlo zn. VW E., EČ: N kde nereagoval na výzvu hliadky PZ na zastavenie vozidla a v jazde pokračoval v smere na cestu I/16, kde až pri benzínovom čerpadle Slovnaft v Lučenci - Opatovej bol zastavený a kontrolovaný hliadkou ODI Lučenec, následne sa na výzvu polície podrobil dychovej skúške na zistenie prítomnosti alkoholu v dychu, ktorá bola negatívna, avšak nakoľko javil príznaky požitia iných návykových látok, bol vyzvaný na odber krvi a moču, na základe čoho bola u neho znaleckým dokazovaním stanovená prítomnosť metamfetamínu v krvi v čase jazdy v koncentrácii 76,74 ng/ml a amfetamínu v koncentrácii 93,62 ng/ml, pričom v dôsledku koncentrácie týchto látok a ich vplyvu na psychické, senzorické a motorické funkcie organizmu nebol schopný bezpečne viesť motorové vozidlo a tohto konania sa dopustil napriek tomu, že rozsudkom Okresného súdu Prievidza sp. zn. 1T 14/17 zo dňa 08.12.2017, ktorý nadobudol právoplatnosť toho istého dňa bol uznaný vinným z prečinu podľa § 207 ods. 2, ods. 3 písm. b), c) Tr. zákona, kedy mu bol uložený súhrnný nepodmienečný trest odňatia slobody v trvaní 36 mesiacov so zaradením do ústavu so stredným stupňom stráženia a súčasne mu bol uložený aj trest zákazu činnosti viesť motorové vozidlá v trvaní 40 mesiacov, ktorý mu plynul od 18.01.2021,","76,74 ng/ml; 93,62 ng/ml",,"(820, 831); (860, 871)",metamfetamínu; amfetamínu,methamphetamine; amphetamine,"(771, 784); (834, 844)",hliadkou ODI Lučenec,,"(465, 485)",X.,,"(55, 57)",,,,dychovej; krvi,breath; blood,"(525, 533); (787, 791)",VW E.,,"(261, 266)",16.07.2022,,"(13, 23)",16:25,,"(37, 42)",16:25,,,osobné motorové vozidlo,car,"(233, 256)",podrobil,FALSE,"(516, 524)",pri benzínovom čerpadle Slovnaft,,,nereagoval na výzvu; javil príznaky požitia iných návykových látok,traffic_check; suspected_intoxication,,,,,,,
115891884,"že dňa 06.11.2022 v čase o 21.58 hod. viedol osobné motorové vozidlo zn. Audi A6 ev. č. T.-XXXDB na ceste III/3008 v obci Kunová Teplica, okr. Rožňava, v smere od železničnej stanice, pričom z dôvodu, že vozidlo jazdilo zo strany na stranu bol hliadkou OO PZ Plešivec zastavený pred závodom SMZ a následne vykonanou dychovou skúškou prístrojom AlcoQuant 6020 plus dňa o 22.00 hod. bolo zistené, že v čase vedenia motorového vozidla mal v jednom litri ním vydychovaného vzduchu najmenej 1,39 mg alkoholu,","1,39 mg",,"(486, 493)",alkoholu,alcohol,"(494, 502)",hliadkou OO PZ Plešivec,,"(244, 267)",Kunová Teplica,,"(122, 136)",AlcoQuant 6020,,"(344, 358)",dychovou skúškou,breath,"(316, 332)",Audi A6,,"(73, 80)",06.11.2022,,"(7, 17)",22.00,,"(370, 375)",21.58,,"(27, 32)",osobné motorové vozidlo,car,"(45, 68)",,,,,,,jazdilo zo strany na stranu,traffic_violation,"(212, 239)",,,,,,
115791251,"dňa 16.10.2022 asi o 01.27 h pod vplyvom alkoholických nápojov ako vodič viedol osobné motorové vozidlo zn. Fiat Panda, evidenčného čísla P. XXXDL, v smere od obce Z. K. na mesto P. A., po ceste III/2753, kde bol na križovatke F. O., Č. A., zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Z. K., kde dychovou skúškou prístrojom Alcotest 7410, evidenčného čísla ARJJ 0380, o 01.27 h bolo zistené, že mal v dychu 0,69 mg/l alkoholu a ďalšou dychovou skúškou o 02.03 h bolo zistené, že mal v dychu 0,65 mg/l alkoholu,","0,69 mg/l; 0,65 mg/l",,"(420, 429); (504, 513)",alkoholu; alkoholu,alcohol; alcohol,"(430, 438); (514, 522)",hliadkou Obvodného oddelenia PZ Z.; K.,,"(266, 300); (301, 303)",P.; A.,,"(179, 181); (182, 184)",Alcotest 7410,,"(337, 350)",dychovou,breath,"(309, 317)",Fiat Panda,,"(108, 118)",16.10.2022,,"(4, 14)",01.27; 02.03,,"(383, 388); (467, 472)",01.27,,"(21, 26)",osobné motorové vozidlo,car,"(80, 103)",,,,,,,,,,,,,ceste F.. triedy,other,
115791709,"03.10.2022 okolo 18:30 hod. viedol ako vodič ovplyvnený alkoholom, osobné motorové vozidlo, zn. G. X, TEČ: V. XXX O., Š. Y. S., po ceste F.. triedy č. XX, na ul. E. v E. v smere na Y., kde odstavil vozidlo pred rodinným domom č. XX/X, na ul. E. v E., zatrúbil na tam za plotom vo dvore stojaceho F. Š., nar. XX.XX.XXXX, bytom ul. E. č. XX/X, E., ktorý toto vozidlo videl ako zastavilo, následne vystúpil z miesta vodiča otvoril zadný kufor auta a začal sa mu vyhrážať tak, že na neho namieril vzduchovú pušku zn. A., Č. Q. farby, výrobného čísla: XX-XCXXXXXX-XX, XXJ, cal. X.X, zakričal kde má svoj tablet, a pri tom ako na neho mieril povedal, že ho zabije, kde toto jeho konanie v ňom vzbudilo dôvodnú obavu a strach o svoj život a zdravie tým, že svoje vyhrážky uskutoční, a vbehol späť do svojho domu, kde sa s rodinou zamkol, následne ale F. Š. spolu s rodinnými príslušníkmi vybehol späť na dvor za obvineným G.. S. H., ktorý toto zbadal a utiekol cca. 30 metrov od domu F. Š. na OO PZ Hnúšťa aj zo vzduchovou puškou v ruke, bezprostredne za ním pribehol aj F. Š.Y. a uviedol, že G.. S. H. je opitý a prišiel na aute, ktoré šoféroval, obvinený, ktorý bol hliadkou OO PZ Hnúšťa, Okresného riaditeľstva policajného zboru Rimavská Sobota, vyzvaný aby sa podrobil vyšetreniu na zistenie požitia alkoholu, ktoré sa vykonáva dychovou skúškou elektronickým meračom AlcoQuant 6020 plus, číslo A409561, kde mu bola dňa 03.10.2022 v čase o 19:04 hodine nameraná hodnota 1,01 mg/l etanolu vo vydychovanom vzduchu, a dňa 03.10.2022 v čase o 19:48 hodine nameraná hodnota 0,91 mg/l etanolu vo vydychovanom vzduchu,","1,01 mg/l; 0,91 mg/l",,"(1466, 1475); (1565, 1574)",etanolu,None,"(1476, 1483)",,,,,,,,,,dychovou skúškou,None,"(1325, 1341)",G; X,,"(96, 97); (99, 100)",03.10.2022; 03.10.2022,,"(0, 10); (1416, 1426)",19:04; 19:48,,"(1436, 1441); (1535, 1540)",18:30,,"(17, 22)",osobné motorové vozidlo,car,"(67, 90)",,,,rodinným domom,,,,,,,,,,,
116449111,"dňa 17.11.2022 asi o 07.28 hod. po predchádzajúcej konzumácii alkoholických nápojov viedla osobné motorové vozidlo zn. Škoda Q. s evidenčným číslom H po diaľnici D1 z H., pričom v km XX na výjazde z parkoviska G. Zeleneč bola zastavená a kontrolovaná policajnou hliadkou Y. dopravného inšpektorátu Trnava, následne bola podrobená dychovej skúške, pričom elektrochemický analyzátor dychu Z. XXXX č. Z.-XXXX v čase o 07.32 hod. nameral v jej dychu 0,68 mg/l alkoholu (v prepočte 1,42 promile) a opakovanou dychovou skúškou o 07.52 hod. bol v jej dychu zaznamenaný alkohol 0,57 mg/l (v prepočte 1,19 promile),","0,68 mg/l; 0,57 mg/l",,"(446, 455); (570, 579)",alkoholických nápojov; alkoholu; alkohol,alcohol; alcohol; alcohol,"(62, 83); (456, 464); (562, 569)",hliadkou Y. dopravného inšpektorátu Trnava,,"(262, 304)",Zeleneč,,"(213, 220)",Z,,"(387, 388)",dychovej skúške; dychovou skúškou,breath; breath,"(330, 345); (504, 520)",Škoda Q,,"(119, 126)",17.11.2022,,"(4, 14)",07.32; 07.52,,"(415, 420); (523, 528)",asi o 07.28,,"(15, 26)",osobné motorové vozidlo,car,"(91, 114)",podrobená; nameral,False; False,"(320, 329); (426, 433)",výjazde z parkoviska G,,"(189, 211)",zastavená a kontrolovaná,traffic_check,"(226, 250)",,,,diaľnici D1,motorway,"(153, 164)"
115737443,"z prečinu marenia výkonu úradného rozhodnutia podľa § 348 ods. 1 písm. a) Tr. zákona ž e dňa 07.01.2022 v čase o 01.05 hod. viedol ako vodič bez vodičského oprávnenia a v zákaze činností viesť motorové vozidlá osobné motorové vozidlo G. H., ev.č. I., ktoré bolo vyradené z cestnej premávky, po miestnej komunikácii ul. Švábskej v Prešove, kde bol z dôvodu nedania znamenia o zmene smeru jazdy hliadkou OO PZ Prešov - Juh zastavený a kontrolovaný, pričom bolo zistené, že viedol motorové vozidlo bez predpísaných dokladov, a následne v čase o 01:07 hod. bol podrobený dychovej skúške prístrojom AlcoQant 6020plus č. A408933 s pozitívnym výsledkom 0,38 mg/l (miligram etanolu na liter vydychovaného vzduchu), t.j. 0,79 promile, kde pri následnej lustrácii v informačných systémoch bolo zistené, že predmetné vozidlo viedol napriek tomu, že trestným rozkazom Okresného súdu Prešov č.k. 0T/11/2021-46 zo dňa 11.02.2021 mu bol uložený trest zákazu činnosti viesť motorové vozidlá všetkých druhov po dobu 3 roky, pričom toto rozhodnutie nadobudlo právoplatnosť dňa 11.02.2021,","0,38 mg/l",,"(648, 657)",etanolu,alcohol,"(668, 675)",hliadkou OO PZ Prešov - Juh,,"(395, 422)",Prešove,,"(332, 339)",AlcoQant 6020plus,,"(596, 613)",dychovej skúške,breath,"(569, 584)",G.; H.,,"(236, 238); (239, 241)",07.01.2022,,"(95, 105)",01:07,,"(544, 549)",01.05,,"(115, 120)",osobné motorové vozidlo,car,"(212, 235)",,,,,,,nedania znamenia o zmene smeru jazdy,traffic_violation,"(358, 394)",bez vodičského oprávnenia a v zákaze činností viesť motorové vozidlá; bez predpísaných dokladov; trest zákazu činnosti,banned; none; banned,"(143, 211); (497, 522); (932, 953)",miestnej komunikácii,urban,"(296, 316)"
116622278,": potom, čo v presne nezistenom čase a na nezistenom mieste požil nezistené množstvo drogy, dňa 02.03.2022 približne o 23,40 hod. v Topoľčanoch na ul. P.O. T. ako vodič viedol motorové vozidlo HYUNDAI i30 EČ F kde pred obytným blokom č. XXXX bol zastavený a kontrolovaný hliadkou príslušníkov Obvodného oddelenia PZ F., pričom na základe výzvy policajta sa dňa 03.03.2022 o 00,15 hod. v nemocnici Svet zdravia v F. podrobil lekárskemu vyšetreniu spojenému s odberom krvi a iného biologického materiálu na zistenie, či nie je ovplyvnený návykovou látkou, ktorým bola vo vzorke krvi obvineného zistená prítomnosť metamfetamínu v koncentrácii 1383 ng/ml a amfetamínu v koncentrácii 147 ng/ml, ktoré množstvo v prípade metamfetamínu predstavuje veľmi vysokú koncentráciu, v dôsledku čoho stav ovplyvnenia obvineného nebol zlučiteľný s bezpečným a spoľahlivým vedením a ovládaním motorového vozidla, pričom metamfetamín podľa zákona NR SR č. 139/1998 Z.z. o omamných a psychotropných látkach a prípravkoch patrí do II. skupiny psychotropných látok,",1383 ng/ml; 147 ng/ml,,"(640, 650); (679, 688)",metamfetamínu; amfetamínu,methamphetamine; amphetamine,"(611, 624); (653, 663)","hliadkou
príslušníkov Obvodného oddelenia PZ F.",,"(271, 318)",Topoľčanoch,,"(132, 143)",,,,krvi,blood,"(466, 470)",HYUNDAI i30,,"(193, 204)",02.03.2022,,"(96, 106)","0,15",,"(374, 379)","23,40",,"(119, 124)",motorové vozidlo,car,"(176, 192)",podrobil,FALSE,"(415, 423)",P.O.,,"(151, 155)",kontrolovaný,traffic_check,"(258, 270)",,,,,,
115864953,", ž e : dňa 14. júna 2022 v čase o 21.15 hodine po tom, čo požil alkoholické nápoje viedol po R. ulici v Meste J., osobné motorové vozidlo značky Hyundai iX 35 TEČ J.-XXX O., kde sa s vozidlom pristavil pri svedkovi G. W. a spýtal sa ho na cestu k P. V. J., na čo svedok zacítil z vodiča alkohol a na miesto privolal hliadku PZ, pričom do príchodu hliadky PZ obvinený nepožil žiadne jedlo, ani tekutiny, kde po príchode hliadky PZ bol v čase o 21.38 hodine toho istého dňa podrobený dychovej skúške s výsledkom 1,08 MG/L alkoholu v dychu a následným spätným prepočtom, na základe znaleckého posudku bola u obvineného v čase vedenia motorového vozidla o 21.15 hodine dňa 14. júna 2022 stanovená hodnota 2,19 g/kg (1,05 MG/L) alkoholu v krvi,","1,08 MG/L",,"(511, 520)",alkoholu,alcohol,"(521, 529)",hliadky PZ,,,,,,,,,dychovej skúške,breath,"(483, 498)",Hyundai iX 35,,"(146, 159)",14. júna 2022,,"(12, 25)",21.38,,"(444, 449)",21.15,,"(35, 40)",osobné motorové vozidlo,car,"(115, 138)",,,,R. ulici,,"(94, 102)",zacítil z vodiča alkohol,suspected_intoxication,"(271, 295)",,,,,,
115635693,"dňa 01.11.2022 v čase o 11.13 h. na ceste I/75 medzi obcami Šarovce a Hontianska Vrbica po požití alkoholických nápojov, čo sa u neho vykonanou dychovou skúškou prístrojom Alcoquant 6020 plus, evidenčné číslo U dňa 01.11.2022 v čase o 11.17 h. prejavilo ako 0,51 mg/l alkoholu v dychu viedol ako vodič osobné motorové vozidlo zn. Renault Megane, TEČ: J.-XXXFN,","0,51 mg/l",,"(258, 267)",alkoholu,alcohol,"(268, 276)",,,,,,,Alcoquant 6020 plus,,"(172, 191)",dychovou skúškou,breath,"(144, 160)",Renault Megane,,"(330, 344)",01.11.2022,,"(4, 14)",11.17,,"(235, 240)",11.13,,"(24, 29)",osobné motorové vozidlo,car,"(302, 325)",vykonanou,FALSE,"(134, 143)",,,,,,,,,,ceste I/75,class_I,"(36, 46)"
116614319,", ž e : dňa 17.11.2022 v čase o 17:50 hodine v U., na ulici U. viedol ako vodič osobné motorové vozidlo značky V. C-Y. s evidenčným číslom R ktorého majiteľom je firma T. group s.r.o. so sídlom R.-D., U.. T. XXXX/XX pričom jazdil v rozpore s ustanovením § 9 ods. 1 z.č. 8/2009 Z.z. o cestnej premávke, následne bola u K. L. vykonaná dychová skúška v čase 17.55 s výsledkom 0,55 mg/l a v čase o 18.06 s výsledkom 0,54 mg/l","0,55 mg/l; 0,54 mg/l",,"(374, 383); (413, 422)",,,,,,,U.,,"(48, 50)",,,,dychová skúška,breath,"(334, 348)",V.,,"(112, 114)",17.11.2022,,"(13, 23)",17.55; 18.06,,"(356, 361); (395, 400)",17:50,,"(33, 38)",osobné motorové vozidlo,car,"(81, 104)",vykonaná,FALSE,"(325, 333)",ulici U.,,"(55, 63)",jazdil v rozpore s ustanovením § 9 ods. 1 z.č. 8/2009 Z.z. o cestnej premávke,traffic_violation,,,,,ulici U,urban,
115714107,"dňa 07.03.2022 približne v čase o 20.25 h ako vodič viedol osobné motorové vozidlo značky Hyundai i30, evidenčného čísla K., po miestnej komunikácii - Partizánskej ulici v Poprade v smere jazdy z mesta Poprad do mesta Svit, pričom bol z dôvodu, že na motorovom vozidle nesvietili stretávacie svetlá, zastavený hliadkou Pohotovostnej motorizovanej jednotky Krajského riaditeľstva PZ v Prešove - vysunuté pracovisko Poprad na Partizánskej ulici v Poprade pri predajni Kia Motors, následne sa podrobil odberu biologického materiálu v čase o 22.40 h dňa 07.03.2022 v Nemocnici Poprad, a.s., a to krvi a moču, pričom následnou toxikologickou analýzou bola v odobratej vzorke krvi preukázaná prítomnosť metamfetamínu s koncentráciou 293,82 ng/ml, ktorá hodnota preukazuje, že bol ovplyvnený psychoaktívnou látkou metamfetamín takým spôsobom, že bol nespôsobilý k vedeniu motorového vozidla,","293,82 ng/ml",,"(727, 739)",metamfetamínu,methamphetamine,"(697, 710)",hliadkou Pohotovostnej motorizovanej jednotky Krajského riaditeľstva PZ v Prešove - vysunuté pracovisko Poprad,,"(310, 420)",Poprade,,"(172, 179)",,,,krvi,blood,"(592, 596)",Hyundai i30,,"(90, 101)",07.03.2022,,"(4, 14)",22.40,,"(538, 543)",20.25,,"(34, 39)",osobné motorové vozidlo,car,"(59, 82)",podrobil,FALSE,"(490, 498)",pri predajni Kia Motors,,,nesvietili stretávacie svetlá,traffic_violation,"(269, 298)",,,,miestnej komunikácii,urban,"(128, 148)"
